lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm23_x,lm23_y,lm23_z,lm24_x,lm24_y,lm24_z,lm25_x,lm25_y,lm25_z,lm26_x,lm26_y,lm26_z,lm27_x,lm27_y,lm27_z,lm28_x,lm28_y,lm28_z
0.8881199955940247,0.26082223653793335,-0.5431258082389832,0.7172693610191345,0.3148599863052368,-0.11450143158435822,0.9644037485122681,0.6470256447792053,-0.1441960632801056,0.870861828327179,0.6354821920394897,0.14503829181194305,0.8570807576179504,0.915448009967804,-0.3242269456386566,0.7478376626968384,0.8703147768974304,0.029252726584672928,0.8200377225875854,1.042473316192627,0.19459910690784454,0.8110702633857727,1.0221024751663208,0.34160947799682617
0.8882781267166138,0.260884553194046,-0.478447824716568,0.7172834277153015,0.3138241767883301,-0.09067761898040771,0.9644060134887695,0.671294093132019,-0.12758556008338928,0.8656011819839478,0.6538941264152527,0.1283961832523346,0.8962534070014954,0.9598795771598816,-0.2412828654050827,0.7464593648910522,0.919037401676178,-0.025634130463004112,0.8595609664916992,1.0991747379302979,0.387469083070755,0.7968075275421143,1.0802905559539795,0.4676721692085266
0.8880496025085449,0.26271072030067444,-0.43642038106918335,0.7199622392654419,0.3117274045944214,-0.041123002767562866,0.9636081457138062,0.6848368048667908,-0.12957468628883362,0.864434540271759,0.656365692615509,0.13037922978401184,0.8886292576789856,0.9713608026504517,-0.2667297422885895,0.7457631230354309,0.9129265546798706,-0.05899425595998764,0.8344067335128784,1.1039526462554932,0.30246248841285706,0.788953423500061,1.0925132036209106,0.3726224899291992
0.8881983757019043,0.2647208571434021,-0.4511934220790863,0.7200779914855957,0.31152772903442383,-0.06219760328531265,0.9635251760482788,0.6914803981781006,-0.12190873920917511,0.8616609573364258,0.664926290512085,0.12270106375217438,0.9145604968070984,0.9823092818260193,-0.16545908153057098,0.7322474718093872,0.9512732625007629,-0.0840582400560379,0.9108813405036926,1.1882885694503784,0.3818229138851166,0.7859746217727661,1.1109598875045776,0.4400462210178375
0.8880540728569031,0.26475244760513306,-0.37621283531188965,0.7200538516044617,0.31191062927246094,-0.005072834901511669,0.9635265469551086,0.6947411298751831,-0.12419694662094116,0.8619812726974487,0.6704434752464294,0.12501823902130127,0.9031468629837036,0.9764482975006104,-0.21898436546325684,0.7323063611984253,0.9461119771003723,-0.1565636694431305,0.8412314653396606,1.1488120555877686,0.3224758505821228,0.7904534935951233,1.1321038007736206,0.29358965158462524
0.8875154256820679,0.2647286653518677,-0.4132443368434906,0.7200389504432678,0.3116196095943451,-0.025873055681586266,0.9632636904716492,0.6981016993522644,-0.12512172758579254,0.8617912530899048,0.6698627471923828,0.1260117143392563,0.9018362760543823,0.9745158553123474,-0.24385111033916473,0.7290480732917786,0.9414282441139221,-0.11603609472513199,0.8311209678649902,1.1369088888168335,0.3180140554904938,0.7925385236740112,1.120331048965454,0.3193446695804596
0.8875099420547485,0.2651694416999817,-0.36504626274108887,0.7198782563209534,0.313602477312088,-0.011011732742190361,0.9631454348564148,0.7044182419776917,-0.11809885501861572,0.8603237271308899,0.679533064365387,0.11899782717227936,0.9100783467292786,0.9971316456794739,-0.21219003200531006,0.720321536064148,0.9479694962501526,-0.15080073475837708,0.8937409520149231,1.1646809577941895,0.36792799830436707,0.7933663129806519,1.114982008934021,0.33692628145217896
0.8874179720878601,0.26597335934638977,-0.4041355550289154,0.7204168438911438,0.3132142126560211,-0.025720298290252686,0.9635583758354187,0.7070341110229492,-0.11990775167942047,0.8604515194892883,0.6769730448722839,0.12075314670801163,0.9059240221977234,0.9919487833976746,-0.18731437623500824,0.7282452583312988,0.9274129867553711,-0.10398343950510025,0.8911407589912415,1.1479252576828003,0.43300455808639526,0.794055700302124,1.1075953245162964,0.3940609097480774
0.8844202160835266,0.2673168480396271,-0.43995994329452515,0.7205158472061157,0.31331709027290344,-0.060839902609586716,0.9628151059150696,0.713035523891449,-0.13548365235328674,0.8611357808113098,0.676712155342102,0.1364406943321228,0.8664946556091309,0.986209511756897,-0.21476969122886658,0.7302435636520386,0.9144018292427063,0.037907734513282776,0.8215944170951843,1.1245144605636597,0.404224693775177,0.7915434241294861,1.1040319204330444,0.4495834410190582
0.8821786046028137,0.2711527943611145,-0.43134838342666626,0.7204972505569458,0.31333446502685547,-0.052685536444187164,0.9611958265304565,0.7206650972366333,-0.13864800333976746,0.8607733845710754,0.680796205997467,0.13964416086673737,0.8683778643608093,0.9992780685424805,-0.26169663667678833,0.7307795882225037,0.9147385358810425,0.010216117836534977,0.8191192746162415,1.1290303468704224,0.37899041175842285,0.7889801263809204,1.1017634868621826,0.43753567337989807
