acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,timestamp
0.203125,0.0126953125,0.9609375,-2.0121951219512195,-1.2804878048780488,-1.6463414634146343,0.016666666666666666
0.2275390625,0.04443359375,0.96533203125,0.1829268292682927,-0.426829268292683,-2.1341463414634148,0.03333333333333333
0.21875,0.05029296875,0.9521484375,1.0365853658536586,-0.3658536585365854,-0.7317073170731708,0.05
0.203125,0.037109375,0.955078125,3.414634146341464,0.426829268292683,1.2195121951219514,0.06666666666666667
0.2158203125,0.029296875,0.9541015625,3.5975609756097566,1.0365853658536586,2.5,0.08333333333333333
0.23095703125,0.03857421875,0.93896484375,2.0121951219512195,1.8902439024390245,2.0121951219512195,0.09999999999999999
0.20361328125,0.04931640625,0.93701171875,1.7682926829268295,2.7439024390243905,0.9756097560975611,0.11666666666666665
0.2177734375,0.03515625,0.94775390625,0.1829268292682927,2.1951219512195124,-0.6097560975609757,0.13333333333333333
0.21875,0.0048828125,0.9345703125,1.1585365853658538,3.4756097560975614,-1.2804878048780488,0.15
0.2333984375,0.0185546875,0.93994140625,1.0975609756097562,3.9024390243902443,-1.1585365853658538,0.16666666666666666
0.23583984375,0.02392578125,0.93359375,-1.0975609756097562,4.51219512195122,-1.1585365853658538,0.18333333333333332
0.24072265625,0.0478515625,0.9130859375,-4.329268292682928,4.634146341463415,1.524390243902439,0.19999999999999998
0.23095703125,0.0888671875,0.80859375,-7.865853658536586,7.073170731707318,5.121951219512195,0.21666666666666665
0.3955078125,-0.02880859375,0.72216796875,-14.329268292682928,12.439024390243903,8.170731707317074,0.2333333333333333
0.5009765625,-0.14794921875,0.7080078125,-10.30487804878049,23.902439024390247,10.30487804878049,0.24999999999999997
0.53369140625,-0.22265625,0.74658203125,1.402439024390244,29.75609756097561,14.756097560975611,0.26666666666666666
0.50732421875,-0.16552734375,0.8544921875,23.10975609756098,35.487804878048784,15.121951219512196,0.2833333333333333
0.50634765625,-0.05078125,0.97216796875,20.54878048780488,34.63414634146342,16.52439024390244,0.3
0.42724609375,-0.029296875,0.9580078125,34.451219512195124,36.890243902439025,14.146341463414636,0.31666666666666665
0.40380859375,0.169921875,0.970703125,71.09756097560977,44.75609756097561,13.353658536585368,0.3333333333333333
0.33251953125,0.39404296875,1.04736328125,93.35365853658537,53.41463414634147,19.085365853658537,0.35
0.31787109375,0.341796875,1.13916015625,101.03658536585367,50.426829268292686,20.121951219512198,0.36666666666666664
0.48486328125,0.08935546875,1.115234375,119.14634146341464,57.743902439024396,16.219512195121954,0.3833333333333333
0.26806640625,0.01171875,0.94873046875,152.9878048780488,90.1829268292683,9.207317073170733,0.39999999999999997
-0.205078125,0.39697265625,0.77880859375,183.109756097561,88.23170731707317,12.560975609756099,0.41666666666666663
-0.53857421875,1.1806640625,0.65283203125,196.52439024390245,60.67073170731708,10.365853658536587,0.4333333333333333
-0.46630859375,1.8046875,0.56591796875,176.89024390243904,32.13414634146342,-20.0,0.44999999999999996
-0.37451171875,1.93896484375,0.50439453125,138.2317073170732,14.02439024390244,-47.6829268292683,0.4666666666666666
-0.1884765625,1.51904296875,0.46435546875,103.04878048780489,-3.4756097560975614,-74.45121951219512,0.4833333333333333
-0.08984375,1.0439453125,0.37255859375,92.92682926829269,22.012195121951223,-99.51219512195122,0.49999999999999994
0.03369140625,0.98291015625,0.4697265625,108.47560975609757,26.646341463414636,-92.13414634146342,0.5166666666666666
0.0927734375,1.431640625,0.76513671875,109.75609756097562,43.04878048780488,-75.91463414634147,0.5333333333333333
-0.224609375,1.65478515625,0.77587890625,59.268292682926834,34.390243902439025,-55.54878048780488,0.55
-0.22705078125,1.2900390625,0.93017578125,32.926829268292686,20.365853658536587,-43.71951219512196,0.5666666666666668
-0.23095703125,0.927734375,1.02294921875,31.158536585365855,23.414634146341466,-30.487804878048784,0.5833333333333335
-0.18408203125,0.80224609375,1.00634765625,38.35365853658537,9.146341463414634,-24.451219512195124,0.6000000000000002
-0.12060546875,0.810546875,0.98095703125,34.390243902439025,4.085365853658537,-24.146341463414636,0.6166666666666669
0.02685546875,0.8583984375,0.8935546875,24.939024390243905,-6.036585365853659,-21.219512195121954,0.6333333333333336
0.24658203125,0.91455078125,0.84814453125,7.865853658536586,0.48780487804878053,-9.02439024390244,0.6500000000000004
0.37646484375,1.09375,0.78173828125,-9.695121951219512,23.10975609756098,-0.1829268292682927,0.6666666666666671
0.3515625,1.32568359375,0.73974609375,-6.2804878048780495,49.87804878048781,-0.7926829268292683,0.6833333333333338
0.23876953125,1.51513671875,0.7138671875,-14.26829268292683,47.987804878048784,8.170731707317074,0.7000000000000005
0.05615234375,1.4638671875,0.740234375,-46.09756097560976,58.90243902439025,37.6219512195122,0.7166666666666672
-0.21435546875,1.2958984375,0.64697265625,-57.865853658536594,57.560975609756106,78.90243902439025,0.733333333333334
-0.484375,0.9912109375,0.505859375,-73.23170731707317,64.08536585365854,102.43902439024392,0.7500000000000007
-0.53662109375,0.64501953125,0.30322265625,-51.15853658536586,56.524390243902445,77.19512195121952,0.7666666666666674
-0.45654296875,0.0146484375,0.2412109375,18.719512195121954,4.085365853658537,54.146341463414636,0.7833333333333341
