lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm23_x,lm23_y,lm23_z,lm24_x,lm24_y,lm24_z,lm25_x,lm25_y,lm25_z,lm26_x,lm26_y,lm26_z,lm27_x,lm27_y,lm27_z,lm28_x,lm28_y,lm28_z
0.5541538000106812,0.55632084608078,-0.47759300470352173,0.5035250782966614,0.5774413347244263,0.06363125890493393,0.6297348141670227,0.904557466506958,-0.12413407862186432,0.5861793160438538,0.9040130376815796,0.12508109211921692,0.6737579107284546,1.132745623588562,-0.0339827686548233,0.6108913421630859,1.1300934553146362,0.26637059450149536,0.7159697413444519,1.29868745803833,0.27743616700172424,0.6631404757499695,1.3044016361236572,0.5141355991363525
0.6039113402366638,0.4430943429470062,-0.460152804851532,0.5630367994308472,0.4599350094795227,0.10751917213201523,0.6765474081039429,0.8095189332962036,-0.14586220681667328,0.6447185277938843,0.8102777600288391,0.14626574516296387,0.6896529793739319,1.017775297164917,-0.10813406854867935,0.6752780675888062,1.0050476789474487,0.25501543283462524,0.7335214614868164,1.2574385404586792,0.13642975687980652,0.7089522480964661,1.2384105920791626,0.4725247025489807
0.6025615930557251,0.42479878664016724,-0.41105276346206665,0.563156247138977,0.45585429668426514,0.0964118093252182,0.6650761365890503,0.7887334823608398,-0.14200618863105774,0.6384785771369934,0.7909737825393677,0.1427207887172699,0.6897810101509094,1.000240445137024,-0.08097559958696365,0.6741134524345398,1.001936674118042,0.2316661775112152,0.7362913489341736,1.231365442276001,0.10498742759227753,0.7166075706481934,1.1969609260559082,0.4030585289001465
0.6027517914772034,0.41821539402008057,-0.3818129003047943,0.5761946439743042,0.44332611560821533,0.09316276013851166,0.6655761003494263,0.7870384454727173,-0.13979551196098328,0.6496900320053101,0.7848913669586182,0.14020976424217224,0.6926132440567017,0.9910034537315369,-0.07143400609493256,0.6834412813186646,1.0053489208221436,0.21807725727558136,0.7453744411468506,1.2254230976104736,0.08485247194766998,0.7296150922775269,1.1936230659484863,0.3666776716709137
0.6118246912956238,0.4089928865432739,-0.35035043954849243,0.5848153829574585,0.4341960847377777,0.10235333442687988,0.6714420318603516,0.7850586771965027,-0.13489340245723724,0.6468505263328552,0.7840405106544495,0.1352560967206955,0.7053331136703491,1.0215544700622559,-0.05617252737283707,0.6863384246826172,1.012056589126587,0.2203788310289383,0.7477107048034668,1.2270373106002808,0.10654469579458237,0.7293901443481445,1.2003365755081177,0.37148863077163696
0.6532022356987,0.3810950517654419,-0.3895567059516907,0.6133197546005249,0.40030384063720703,0.11911235004663467,0.6981317400932312,0.7688481211662292,-0.13545234501361847,0.6688612699508667,0.7687647938728333,0.13585105538368225,0.7226382493972778,0.9794415831565857,-0.06359685957431793,0.6900524497032166,0.9782261252403259,0.226753830909729,0.7651594877243042,1.1882743835449219,0.1484050303697586,0.7312887907028198,1.1649823188781738,0.39969879388809204
0.6658698320388794,0.37010037899017334,-0.3621157109737396,0.6110016107559204,0.4039754569530487,0.11846522241830826,0.703825831413269,0.7596583962440491,-0.13493266701698303,0.6673588156700134,0.7613677978515625,0.13524022698402405,0.731669545173645,0.9737036228179932,-0.062213748693466187,0.6886389255523682,0.9578008055686951,0.2195790559053421,0.7697715163230896,1.1716392040252686,0.14589457213878632,0.729310154914856,1.1439833641052246,0.39316076040267944
0.6669858694076538,0.3580528199672699,-0.3716256022453308,0.6121993660926819,0.39414864778518677,0.10808172076940536,0.7029057741165161,0.7472555041313171,-0.13120302557945251,0.6642200350761414,0.7514536380767822,0.1314571052789688,0.7379974126815796,0.968414306640625,-0.06161727383732796,0.6866106986999512,0.9559217095375061,0.20998862385749817,0.771787166595459,1.1731022596359253,0.14038030803203583,0.7315987348556519,1.1422550678253174,0.37491461634635925
0.6618310809135437,0.3471582531929016,-0.3721246123313904,0.608223021030426,0.383280873298645,0.09725423157215118,0.7028149366378784,0.7291612029075623,-0.13110928237438202,0.6638245582580566,0.7364604473114014,0.13138213753700256,0.7402923703193665,0.960054337978363,-0.06096190959215164,0.6886428594589233,0.9412833452224731,0.21502585709095,0.7736412286758423,1.1517583131790161,0.1408117115497589,0.7351789474487305,1.11850106716156,0.39081302285194397
0.6587972640991211,0.34598761796951294,-0.38075584173202515,0.6036440134048462,0.3821166753768921,0.09705716371536255,0.6989710330963135,0.7280529141426086,-0.1343155950307846,0.661931037902832,0.734489381313324,0.13452666997909546,0.7365599274635315,0.9571494460105896,-0.04810144752264023,0.6938952207565308,0.9424141645431519,0.2355533391237259,0.7771939039230347,1.1451687812805176,0.14844781160354614,0.7416319251060486,1.1133445501327515,0.41409963369369507
